Species,TaxID,Gene_symbol,Gene_biotype,Group
Human,9606,MT-ATP6,protein_coding,mitochondrial
Human,9606,MT-ATP8,protein_coding,mitochondrial
Human,9606,MT-CO1,protein_coding,mitochondrial
Human,9606,MT-CO2,protein_coding,mitochondrial
Human,9606,MT-CO3,protein_coding,mitochondrial
Human,9606,MT-CYB,protein_coding,mitochondrial
Human,9606,MT-ND1,protein_coding,mitochondrial
Human,9606,MT-ND2,protein_coding,mitochondrial
Human,9606,MT-ND3,protein_coding,mitochondrial
Human,9606,MT-ND4,protein_coding,mitochondrial
Human,9606,MT-ND4L,protein_coding,mitochondrial
Human,9606,MT-ND5,protein_coding,mitochondrial
Human,9606,MT-ND6,protein_coding,mitochondrial
Human,9606,MT-RNR1,Mt_rRNA,mitochondrial
Human,9606,MT-RNR2,Mt_rRNA,mitochondrial
Human,9606,MT-TA,Mt_tRNA,mitochondrial
Human,9606,MT-TC,Mt_tRNA,mitochondrial
Human,9606,MT-TD,Mt_tRNA,mitochondrial
Human,9606,MT-TE,Mt_tRNA,mitochondrial
Human,9606,MT-TF,Mt_tRNA,mitochondrial
Human,9606,MT-TG,Mt_tRNA,mitochondrial
Human,9606,MT-TH,Mt_tRNA,mitochondrial
Human,9606,MT-TI,Mt_tRNA,mitochondrial
Human,9606,MT-TK,Mt_tRNA,mitochondrial
Human,9606,MT-TL1,Mt_tRNA,mitochondrial
Human,9606,MT-TL2,Mt_tRNA,mitochondrial
Human,9606,MT-TM,Mt_tRNA,mitochondrial
Human,9606,MT-TN,Mt_tRNA,mitochondrial
Human,9606,MT-TP,Mt_tRNA,mitochondrial
Human,9606,MT-TQ,Mt_tRNA,mitochondrial
Human,9606,MT-TR,Mt_tRNA,mitochondrial
Human,9606,MT-TS1,Mt_tRNA,mitochondrial
Human,9606,MT-TS2,Mt_tRNA,mitochondrial
Human,9606,MT-TT,Mt_tRNA,mitochondrial
Human,9606,MT-TV,Mt_tRNA,mitochondrial
Human,9606,MT-TW,Mt_tRNA,mitochondrial
Human,9606,MT-TY,Mt_tRNA,mitochondrial
Human,9606,RPL10,protein_coding,ribosomal
Human,9606,RPL10A,protein_coding,ribosomal
Human,9606,RPL10AP1,processed_pseudogene,ribosomal
Human,9606,RPL10AP12,processed_pseudogene,ribosomal
Human,9606,RPL10AP2,processed_pseudogene,ribosomal
Human,9606,RPL10AP3,processed_pseudogene,ribosomal
Human,9606,RPL10AP5,processed_pseudogene,ribosomal
Human,9606,RPL10AP6,processed_pseudogene,ribosomal
Human,9606,RPL10L,protein_coding,ribosomal
Human,9606,RPL10P1,processed_pseudogene,ribosomal
Human,9606,RPL10P10,processed_pseudogene,ribosomal
Human,9606,RPL10P11,processed_pseudogene,ribosomal
Human,9606,RPL10P12,processed_pseudogene,ribosomal
Human,9606,RPL10P13,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL10P14,processed_pseudogene,ribosomal
Human,9606,RPL10P15,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL10P16,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL10P17,processed_pseudogene,ribosomal
Human,9606,RPL10P18,processed_pseudogene,ribosomal
Human,9606,RPL10P19,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL10P2,processed_pseudogene,ribosomal
Human,9606,RPL10P3,processed_pseudogene,ribosomal
Human,9606,RPL10P4,processed_pseudogene,ribosomal
Human,9606,RPL10P5,processed_pseudogene,ribosomal
Human,9606,RPL10P6,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL10P7,processed_pseudogene,ribosomal
Human,9606,RPL10P8,processed_pseudogene,ribosomal
Human,9606,RPL10P9,processed_pseudogene,ribosomal
Human,9606,RPL11,protein_coding,ribosomal
Human,9606,RPL11P1,processed_pseudogene,ribosomal
Human,9606,RPL11P3,processed_pseudogene,ribosomal
Human,9606,RPL11P4,processed_pseudogene,ribosomal
Human,9606,RPL11P5,processed_pseudogene,ribosomal
Human,9606,RPL12,protein_coding,ribosomal
Human,9606,RPL12P1,processed_pseudogene,ribosomal
Human,9606,RPL12P10,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P11,processed_pseudogene,ribosomal
Human,9606,RPL12P12,processed_pseudogene,ribosomal
Human,9606,RPL12P13,unprocessed_pseudogene,ribosomal
Human,9606,RPL12P14,processed_pseudogene,ribosomal
Human,9606,RPL12P15,processed_pseudogene,ribosomal
Human,9606,RPL12P16,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P17,processed_pseudogene,ribosomal
Human,9606,RPL12P18,processed_pseudogene,ribosomal
Human,9606,RPL12P19,processed_pseudogene,ribosomal
Human,9606,RPL12P2,processed_pseudogene,ribosomal
Human,9606,RPL12P20,processed_pseudogene,ribosomal
Human,9606,RPL12P21,processed_pseudogene,ribosomal
Human,9606,RPL12P22,processed_pseudogene,ribosomal
Human,9606,RPL12P23,processed_pseudogene,ribosomal
Human,9606,RPL12P24,processed_pseudogene,ribosomal
Human,9606,RPL12P25,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P26,processed_pseudogene,ribosomal
Human,9606,RPL12P27,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P28,processed_pseudogene,ribosomal
Human,9606,RPL12P29,processed_pseudogene,ribosomal
Human,9606,RPL12P3,processed_pseudogene,ribosomal
Human,9606,RPL12P30,processed_pseudogene,ribosomal
Human,9606,RPL12P31,processed_pseudogene,ribosomal
Human,9606,RPL12P32,processed_pseudogene,ribosomal
Human,9606,RPL12P33,processed_pseudogene,ribosomal
Human,9606,RPL12P34,processed_pseudogene,ribosomal
Human,9606,RPL12P35,processed_pseudogene,ribosomal
Human,9606,RPL12P36,processed_pseudogene,ribosomal
Human,9606,RPL12P37,processed_pseudogene,ribosomal
Human,9606,RPL12P38,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P39,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P4,processed_pseudogene,ribosomal
Human,9606,RPL12P40,processed_pseudogene,ribosomal
Human,9606,RPL12P41,processed_pseudogene,ribosomal
Human,9606,RPL12P42,processed_pseudogene,ribosomal
Human,9606,RPL12P43,processed_pseudogene,ribosomal
Human,9606,RPL12P44,processed_pseudogene,ribosomal
Human,9606,RPL12P45,processed_pseudogene,ribosomal
Human,9606,RPL12P46,processed_pseudogene,ribosomal
Human,9606,RPL12P47,processed_pseudogene,ribosomal
Human,9606,RPL12P48,processed_pseudogene,ribosomal
Human,9606,RPL12P49,processed_pseudogene,ribosomal
Human,9606,RPL12P5,processed_pseudogene,ribosomal
Human,9606,RPL12P50,processed_pseudogene,ribosomal
Human,9606,RPL12P6,processed_pseudogene,ribosomal
Human,9606,RPL12P7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL12P8,processed_pseudogene,ribosomal
Human,9606,RPL12P9,processed_pseudogene,ribosomal
Human,9606,RPL13,protein_coding,ribosomal
Human,9606,RPL13A,protein_coding,ribosomal
Human,9606,RPL13AP,processed_pseudogene,ribosomal
Human,9606,RPL13AP10,processed_pseudogene,ribosomal
Human,9606,RPL13AP11,processed_pseudogene,ribosomal
Human,9606,RPL13AP12,processed_pseudogene,ribosomal
Human,9606,RPL13AP13,processed_pseudogene,ribosomal
Human,9606,RPL13AP14,processed_pseudogene,ribosomal
Human,9606,RPL13AP15,processed_pseudogene,ribosomal
Human,9606,RPL13AP16,processed_pseudogene,ribosomal
Human,9606,RPL13AP17,lncRNA,ribosomal
Human,9606,RPL13AP18,processed_pseudogene,ribosomal
Human,9606,RPL13AP19,processed_pseudogene,ribosomal
Human,9606,RPL13AP2,processed_pseudogene,ribosomal
Human,9606,RPL13AP20,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13AP21,processed_pseudogene,ribosomal
Human,9606,RPL13AP22,processed_pseudogene,ribosomal
Human,9606,RPL13AP23,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13AP24,processed_pseudogene,ribosomal
Human,9606,RPL13AP25,processed_pseudogene,ribosomal
Human,9606,RPL13AP26,unprocessed_pseudogene,ribosomal
Human,9606,RPL13AP27,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13AP3,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13AP5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13AP6,processed_pseudogene,ribosomal
Human,9606,RPL13AP7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13AP8,processed_pseudogene,ribosomal
Human,9606,RPL13AP9,processed_pseudogene,ribosomal
Human,9606,RPL13P,processed_pseudogene,ribosomal
Human,9606,RPL13P12,processed_pseudogene,ribosomal
Human,9606,RPL13P14,processed_pseudogene,ribosomal
Human,9606,RPL13P2,processed_pseudogene,ribosomal
Human,9606,RPL13P4,processed_pseudogene,ribosomal
Human,9606,RPL13P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL13P6,processed_pseudogene,ribosomal
Human,9606,RPL13P8,processed_pseudogene,ribosomal
Human,9606,RPL14,protein_coding,ribosomal
Human,9606,RPL14P1,processed_pseudogene,ribosomal
Human,9606,RPL14P2,processed_pseudogene,ribosomal
Human,9606,RPL14P3,processed_pseudogene,ribosomal
Human,9606,RPL14P5,processed_pseudogene,ribosomal
Human,9606,RPL14P6,processed_pseudogene,ribosomal
Human,9606,RPL15,protein_coding,ribosomal
Human,9606,RPL15P1,processed_pseudogene,ribosomal
Human,9606,RPL15P11,processed_pseudogene,ribosomal
Human,9606,RPL15P12,processed_pseudogene,ribosomal
Human,9606,RPL15P13,processed_pseudogene,ribosomal
Human,9606,RPL15P14,processed_pseudogene,ribosomal
Human,9606,RPL15P15,processed_pseudogene,ribosomal
Human,9606,RPL15P16,processed_pseudogene,ribosomal
Human,9606,RPL15P17,processed_pseudogene,ribosomal
Human,9606,RPL15P18,processed_pseudogene,ribosomal
Human,9606,RPL15P19,processed_pseudogene,ribosomal
Human,9606,RPL15P2,processed_pseudogene,ribosomal
Human,9606,RPL15P20,processed_pseudogene,ribosomal
Human,9606,RPL15P21,processed_pseudogene,ribosomal
Human,9606,RPL15P22,processed_pseudogene,ribosomal
Human,9606,RPL15P3,processed_pseudogene,ribosomal
Human,9606,RPL15P4,processed_pseudogene,ribosomal
Human,9606,RPL15P5,processed_pseudogene,ribosomal
Human,9606,RPL15P6,processed_pseudogene,ribosomal
Human,9606,RPL15P7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL15P8,processed_pseudogene,ribosomal
Human,9606,RPL15P9,processed_pseudogene,ribosomal
Human,9606,RPL17,protein_coding,ribosomal
Human,9606,RPL17-C18orf32,protein_coding,ribosomal
Human,9606,RPL17P1,processed_pseudogene,ribosomal
Human,9606,RPL17P10,processed_pseudogene,ribosomal
Human,9606,RPL17P11,processed_pseudogene,ribosomal
Human,9606,RPL17P12,processed_pseudogene,ribosomal
Human,9606,RPL17P13,processed_pseudogene,ribosomal
Human,9606,RPL17P14,processed_pseudogene,ribosomal
Human,9606,RPL17P15,processed_pseudogene,ribosomal
Human,9606,RPL17P16,processed_pseudogene,ribosomal
Human,9606,RPL17P17,processed_pseudogene,ribosomal
Human,9606,RPL17P18,processed_pseudogene,ribosomal
Human,9606,RPL17P19,processed_pseudogene,ribosomal
Human,9606,RPL17P2,processed_pseudogene,ribosomal
Human,9606,RPL17P20,processed_pseudogene,ribosomal
Human,9606,RPL17P21,processed_pseudogene,ribosomal
Human,9606,RPL17P22,processed_pseudogene,ribosomal
Human,9606,RPL17P23,processed_pseudogene,ribosomal
Human,9606,RPL17P24,processed_pseudogene,ribosomal
Human,9606,RPL17P25,processed_pseudogene,ribosomal
Human,9606,RPL17P26,processed_pseudogene,ribosomal
Human,9606,RPL17P27,processed_pseudogene,ribosomal
Human,9606,RPL17P28,processed_pseudogene,ribosomal
Human,9606,RPL17P29,processed_pseudogene,ribosomal
Human,9606,RPL17P3,unprocessed_pseudogene,ribosomal
Human,9606,RPL17P30,processed_pseudogene,ribosomal
Human,9606,RPL17P31,processed_pseudogene,ribosomal
Human,9606,RPL17P33,processed_pseudogene,ribosomal
Human,9606,RPL17P34,processed_pseudogene,ribosomal
Human,9606,RPL17P35,processed_pseudogene,ribosomal
Human,9606,RPL17P36,processed_pseudogene,ribosomal
Human,9606,RPL17P37,processed_pseudogene,ribosomal
Human,9606,RPL17P38,processed_pseudogene,ribosomal
Human,9606,RPL17P39,processed_pseudogene,ribosomal
Human,9606,RPL17P4,processed_pseudogene,ribosomal
Human,9606,RPL17P40,processed_pseudogene,ribosomal
Human,9606,RPL17P41,processed_pseudogene,ribosomal
Human,9606,RPL17P43,processed_pseudogene,ribosomal
Human,9606,RPL17P44,processed_pseudogene,ribosomal
Human,9606,RPL17P45,processed_pseudogene,ribosomal
Human,9606,RPL17P46,processed_pseudogene,ribosomal
Human,9606,RPL17P47,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL17P48,processed_pseudogene,ribosomal
Human,9606,RPL17P49,processed_pseudogene,ribosomal
Human,9606,RPL17P5,processed_pseudogene,ribosomal
Human,9606,RPL17P50,processed_pseudogene,ribosomal
Human,9606,RPL17P51,processed_pseudogene,ribosomal
Human,9606,RPL17P52,processed_pseudogene,ribosomal
Human,9606,RPL17P6,processed_pseudogene,ribosomal
Human,9606,RPL17P7,processed_pseudogene,ribosomal
Human,9606,RPL17P8,processed_pseudogene,ribosomal
Human,9606,RPL17P9,processed_pseudogene,ribosomal
Human,9606,RPL18,protein_coding,ribosomal
Human,9606,RPL18A,protein_coding,ribosomal
Human,9606,RPL18AP13,processed_pseudogene,ribosomal
Human,9606,RPL18AP14,processed_pseudogene,ribosomal
Human,9606,RPL18AP15,processed_pseudogene,ribosomal
Human,9606,RPL18AP16,processed_pseudogene,ribosomal
Human,9606,RPL18AP17,processed_pseudogene,ribosomal
Human,9606,RPL18AP2,processed_pseudogene,ribosomal
Human,9606,RPL18AP3,processed_pseudogene,ribosomal
Human,9606,RPL18AP7,processed_pseudogene,ribosomal
Human,9606,RPL18AP8,processed_pseudogene,ribosomal
Human,9606,RPL18AP9,processed_pseudogene,ribosomal
Human,9606,RPL18P1,processed_pseudogene,ribosomal
Human,9606,RPL18P10,processed_pseudogene,ribosomal
Human,9606,RPL18P11,processed_pseudogene,ribosomal
Human,9606,RPL18P13,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL19,protein_coding,ribosomal
Human,9606,RPL19P1,processed_pseudogene,ribosomal
Human,9606,RPL19P11,processed_pseudogene,ribosomal
Human,9606,RPL19P13,processed_pseudogene,ribosomal
Human,9606,RPL19P14,processed_pseudogene,ribosomal
Human,9606,RPL19P16,processed_pseudogene,ribosomal
Human,9606,RPL19P18,processed_pseudogene,ribosomal
Human,9606,RPL19P2,processed_pseudogene,ribosomal
Human,9606,RPL19P20,processed_pseudogene,ribosomal
Human,9606,RPL19P21,processed_pseudogene,ribosomal
Human,9606,RPL19P4,processed_pseudogene,ribosomal
Human,9606,RPL19P5,processed_pseudogene,ribosomal
Human,9606,RPL19P6,processed_pseudogene,ribosomal
Human,9606,RPL19P7,processed_pseudogene,ribosomal
Human,9606,RPL21,protein_coding,ribosomal
Human,9606,RPL21P1,processed_pseudogene,ribosomal
Human,9606,RPL21P10,processed_pseudogene,ribosomal
Human,9606,RPL21P100,processed_pseudogene,ribosomal
Human,9606,RPL21P103,processed_pseudogene,ribosomal
Human,9606,RPL21P104,processed_pseudogene,ribosomal
Human,9606,RPL21P106,processed_pseudogene,ribosomal
Human,9606,RPL21P107,processed_pseudogene,ribosomal
Human,9606,RPL21P108,processed_pseudogene,ribosomal
Human,9606,RPL21P109,processed_pseudogene,ribosomal
Human,9606,RPL21P11,processed_pseudogene,ribosomal
Human,9606,RPL21P110,processed_pseudogene,ribosomal
Human,9606,RPL21P111,processed_pseudogene,ribosomal
Human,9606,RPL21P112,processed_pseudogene,ribosomal
Human,9606,RPL21P113,processed_pseudogene,ribosomal
Human,9606,RPL21P114,processed_pseudogene,ribosomal
Human,9606,RPL21P115,processed_pseudogene,ribosomal
Human,9606,RPL21P116,processed_pseudogene,ribosomal
Human,9606,RPL21P117,processed_pseudogene,ribosomal
Human,9606,RPL21P118,processed_pseudogene,ribosomal
Human,9606,RPL21P119,processed_pseudogene,ribosomal
Human,9606,RPL21P12,processed_pseudogene,ribosomal
Human,9606,RPL21P120,processed_pseudogene,ribosomal
Human,9606,RPL21P121,processed_pseudogene,ribosomal
Human,9606,RPL21P122,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL21P123,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL21P125,processed_pseudogene,ribosomal
Human,9606,RPL21P126,processed_pseudogene,ribosomal
Human,9606,RPL21P127,processed_pseudogene,ribosomal
Human,9606,RPL21P128,processed_pseudogene,ribosomal
Human,9606,RPL21P129,processed_pseudogene,ribosomal
Human,9606,RPL21P13,processed_pseudogene,ribosomal
Human,9606,RPL21P130,processed_pseudogene,ribosomal
Human,9606,RPL21P131,processed_pseudogene,ribosomal
Human,9606,RPL21P132,processed_pseudogene,ribosomal
Human,9606,RPL21P133,processed_pseudogene,ribosomal
Human,9606,RPL21P134,processed_pseudogene,ribosomal
Human,9606,RPL21P135,processed_pseudogene,ribosomal
Human,9606,RPL21P136,processed_pseudogene,ribosomal
Human,9606,RPL21P137,unprocessed_pseudogene,ribosomal
Human,9606,RPL21P14,processed_pseudogene,ribosomal
Human,9606,RPL21P15,processed_pseudogene,ribosomal
Human,9606,RPL21P16,processed_pseudogene,ribosomal
Human,9606,RPL21P17,processed_pseudogene,ribosomal
Human,9606,RPL21P18,processed_pseudogene,ribosomal
Human,9606,RPL21P19,processed_pseudogene,ribosomal
Human,9606,RPL21P2,processed_pseudogene,ribosomal
Human,9606,RPL21P20,processed_pseudogene,ribosomal
Human,9606,RPL21P21,processed_pseudogene,ribosomal
Human,9606,RPL21P22,processed_pseudogene,ribosomal
Human,9606,RPL21P23,processed_pseudogene,ribosomal
Human,9606,RPL21P24,processed_pseudogene,ribosomal
Human,9606,RPL21P25,processed_pseudogene,ribosomal
Human,9606,RPL21P26,processed_pseudogene,ribosomal
Human,9606,RPL21P27,processed_pseudogene,ribosomal
Human,9606,RPL21P28,processed_pseudogene,ribosomal
Human,9606,RPL21P29,processed_pseudogene,ribosomal
Human,9606,RPL21P3,processed_pseudogene,ribosomal
Human,9606,RPL21P30,processed_pseudogene,ribosomal
Human,9606,RPL21P31,processed_pseudogene,ribosomal
Human,9606,RPL21P32,processed_pseudogene,ribosomal
Human,9606,RPL21P33,processed_pseudogene,ribosomal
Human,9606,RPL21P34,processed_pseudogene,ribosomal
Human,9606,RPL21P35,processed_pseudogene,ribosomal
Human,9606,RPL21P36,processed_pseudogene,ribosomal
Human,9606,RPL21P37,processed_pseudogene,ribosomal
Human,9606,RPL21P38,processed_pseudogene,ribosomal
Human,9606,RPL21P39,processed_pseudogene,ribosomal
Human,9606,RPL21P4,processed_pseudogene,ribosomal
Human,9606,RPL21P40,processed_pseudogene,ribosomal
Human,9606,RPL21P41,processed_pseudogene,ribosomal
Human,9606,RPL21P42,processed_pseudogene,ribosomal
Human,9606,RPL21P43,processed_pseudogene,ribosomal
Human,9606,RPL21P44,processed_pseudogene,ribosomal
Human,9606,RPL21P45,processed_pseudogene,ribosomal
Human,9606,RPL21P46,processed_pseudogene,ribosomal
Human,9606,RPL21P47,processed_pseudogene,ribosomal
Human,9606,RPL21P48,processed_pseudogene,ribosomal
Human,9606,RPL21P49,processed_pseudogene,ribosomal
Human,9606,RPL21P5,processed_pseudogene,ribosomal
Human,9606,RPL21P50,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL21P51,processed_pseudogene,ribosomal
Human,9606,RPL21P52,processed_pseudogene,ribosomal
Human,9606,RPL21P53,processed_pseudogene,ribosomal
Human,9606,RPL21P54,processed_pseudogene,ribosomal
Human,9606,RPL21P55,processed_pseudogene,ribosomal
Human,9606,RPL21P56,processed_pseudogene,ribosomal
Human,9606,RPL21P57,processed_pseudogene,ribosomal
Human,9606,RPL21P58,processed_pseudogene,ribosomal
Human,9606,RPL21P59,processed_pseudogene,ribosomal
Human,9606,RPL21P6,processed_pseudogene,ribosomal
Human,9606,RPL21P60,processed_pseudogene,ribosomal
Human,9606,RPL21P61,processed_pseudogene,ribosomal
Human,9606,RPL21P62,processed_pseudogene,ribosomal
Human,9606,RPL21P63,processed_pseudogene,ribosomal
Human,9606,RPL21P64,processed_pseudogene,ribosomal
Human,9606,RPL21P65,processed_pseudogene,ribosomal
Human,9606,RPL21P66,processed_pseudogene,ribosomal
Human,9606,RPL21P67,processed_pseudogene,ribosomal
Human,9606,RPL21P68,processed_pseudogene,ribosomal
Human,9606,RPL21P69,processed_pseudogene,ribosomal
Human,9606,RPL21P7,processed_pseudogene,ribosomal
Human,9606,RPL21P70,processed_pseudogene,ribosomal
Human,9606,RPL21P71,processed_pseudogene,ribosomal
Human,9606,RPL21P72,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL21P73,processed_pseudogene,ribosomal
Human,9606,RPL21P74,processed_pseudogene,ribosomal
Human,9606,RPL21P75,processed_pseudogene,ribosomal
Human,9606,RPL21P76,processed_pseudogene,ribosomal
Human,9606,RPL21P77,unprocessed_pseudogene,ribosomal
Human,9606,RPL21P78,processed_pseudogene,ribosomal
Human,9606,RPL21P79,processed_pseudogene,ribosomal
Human,9606,RPL21P8,processed_pseudogene,ribosomal
Human,9606,RPL21P80,processed_pseudogene,ribosomal
Human,9606,RPL21P81,processed_pseudogene,ribosomal
Human,9606,RPL21P82,processed_pseudogene,ribosomal
Human,9606,RPL21P83,processed_pseudogene,ribosomal
Human,9606,RPL21P84,processed_pseudogene,ribosomal
Human,9606,RPL21P85,processed_pseudogene,ribosomal
Human,9606,RPL21P86,processed_pseudogene,ribosomal
Human,9606,RPL21P87,processed_pseudogene,ribosomal
Human,9606,RPL21P88,processed_pseudogene,ribosomal
Human,9606,RPL21P89,processed_pseudogene,ribosomal
Human,9606,RPL21P9,processed_pseudogene,ribosomal
Human,9606,RPL21P90,processed_pseudogene,ribosomal
Human,9606,RPL21P91,processed_pseudogene,ribosomal
Human,9606,RPL21P92,processed_pseudogene,ribosomal
Human,9606,RPL21P93,processed_pseudogene,ribosomal
Human,9606,RPL21P94,processed_pseudogene,ribosomal
Human,9606,RPL21P95,processed_pseudogene,ribosomal
Human,9606,RPL21P96,processed_pseudogene,ribosomal
Human,9606,RPL21P97,processed_pseudogene,ribosomal
Human,9606,RPL21P98,processed_pseudogene,ribosomal
Human,9606,RPL21P99,processed_pseudogene,ribosomal
Human,9606,RPL22,protein_coding,ribosomal
Human,9606,RPL22L1,protein_coding,ribosomal
Human,9606,RPL22P1,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL22P10,processed_pseudogene,ribosomal
Human,9606,RPL22P11,processed_pseudogene,ribosomal
Human,9606,RPL22P12,processed_pseudogene,ribosomal
Human,9606,RPL22P13,processed_pseudogene,ribosomal
Human,9606,RPL22P14,processed_pseudogene,ribosomal
Human,9606,RPL22P16,processed_pseudogene,ribosomal
Human,9606,RPL22P17,processed_pseudogene,ribosomal
Human,9606,RPL22P18,processed_pseudogene,ribosomal
Human,9606,RPL22P19,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL22P2,processed_pseudogene,ribosomal
Human,9606,RPL22P20,processed_pseudogene,ribosomal
Human,9606,RPL22P21,processed_pseudogene,ribosomal
Human,9606,RPL22P22,processed_pseudogene,ribosomal
Human,9606,RPL22P23,processed_pseudogene,ribosomal
Human,9606,RPL22P24,processed_pseudogene,ribosomal
Human,9606,RPL22P3,processed_pseudogene,ribosomal
Human,9606,RPL22P4,processed_pseudogene,ribosomal
Human,9606,RPL22P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL22P6,processed_pseudogene,ribosomal
Human,9606,RPL22P7,processed_pseudogene,ribosomal
Human,9606,RPL22P8,processed_pseudogene,ribosomal
Human,9606,RPL23,protein_coding,ribosomal
Human,9606,RPL23A,protein_coding,ribosomal
Human,9606,RPL23AP1,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP10,processed_pseudogene,ribosomal
Human,9606,RPL23AP11,processed_pseudogene,ribosomal
Human,9606,RPL23AP12,processed_pseudogene,ribosomal
Human,9606,RPL23AP14,processed_pseudogene,ribosomal
Human,9606,RPL23AP15,processed_pseudogene,ribosomal
Human,9606,RPL23AP16,processed_pseudogene,ribosomal
Human,9606,RPL23AP17,processed_pseudogene,ribosomal
Human,9606,RPL23AP18,processed_pseudogene,ribosomal
Human,9606,RPL23AP19,processed_pseudogene,ribosomal
Human,9606,RPL23AP2,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP20,processed_pseudogene,ribosomal
Human,9606,RPL23AP22,processed_pseudogene,ribosomal
Human,9606,RPL23AP23,processed_pseudogene,ribosomal
Human,9606,RPL23AP24,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP25,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP26,processed_pseudogene,ribosomal
Human,9606,RPL23AP27,processed_pseudogene,ribosomal
Human,9606,RPL23AP28,processed_pseudogene,ribosomal
Human,9606,RPL23AP29,processed_pseudogene,ribosomal
Human,9606,RPL23AP3,processed_pseudogene,ribosomal
Human,9606,RPL23AP30,processed_pseudogene,ribosomal
Human,9606,RPL23AP31,processed_pseudogene,ribosomal
Human,9606,RPL23AP32,processed_pseudogene,ribosomal
Human,9606,RPL23AP33,processed_pseudogene,ribosomal
Human,9606,RPL23AP34,processed_pseudogene,ribosomal
Human,9606,RPL23AP35,processed_pseudogene,ribosomal
Human,9606,RPL23AP36,processed_pseudogene,ribosomal
Human,9606,RPL23AP37,processed_pseudogene,ribosomal
Human,9606,RPL23AP38,processed_pseudogene,ribosomal
Human,9606,RPL23AP39,processed_pseudogene,ribosomal
Human,9606,RPL23AP4,processed_pseudogene,ribosomal
Human,9606,RPL23AP40,processed_pseudogene,ribosomal
Human,9606,RPL23AP41,processed_pseudogene,ribosomal
Human,9606,RPL23AP42,processed_pseudogene,ribosomal
Human,9606,RPL23AP43,processed_pseudogene,ribosomal
Human,9606,RPL23AP44,processed_pseudogene,ribosomal
Human,9606,RPL23AP45,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP46,processed_pseudogene,ribosomal
Human,9606,RPL23AP47,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP48,processed_pseudogene,ribosomal
Human,9606,RPL23AP49,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP50,processed_pseudogene,ribosomal
Human,9606,RPL23AP52,processed_pseudogene,ribosomal
Human,9606,RPL23AP53,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP54,processed_pseudogene,ribosomal
Human,9606,RPL23AP55,processed_pseudogene,ribosomal
Human,9606,RPL23AP56,processed_pseudogene,ribosomal
Human,9606,RPL23AP57,processed_pseudogene,ribosomal
Human,9606,RPL23AP58,processed_pseudogene,ribosomal
Human,9606,RPL23AP59,processed_pseudogene,ribosomal
Human,9606,RPL23AP6,processed_pseudogene,ribosomal
Human,9606,RPL23AP60,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP61,processed_pseudogene,ribosomal
Human,9606,RPL23AP62,processed_pseudogene,ribosomal
Human,9606,RPL23AP63,processed_pseudogene,ribosomal
Human,9606,RPL23AP64,processed_pseudogene,ribosomal
Human,9606,RPL23AP65,processed_pseudogene,ribosomal
Human,9606,RPL23AP66,processed_pseudogene,ribosomal
Human,9606,RPL23AP67,processed_pseudogene,ribosomal
Human,9606,RPL23AP68,processed_pseudogene,ribosomal
Human,9606,RPL23AP69,processed_pseudogene,ribosomal
Human,9606,RPL23AP7,lncRNA,ribosomal
Human,9606,RPL23AP70,processed_pseudogene,ribosomal
